STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_HES_HES_003,Year,DECILE_HES_HES_003,Income group,NZHEC_LEV_HES_HES_003,Expenditure category,MEASURE_HES_HES_003,Measure,OBS_VALUE,Observation value,OBS_STATUS,Observation status
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,10_4,Other educational fees,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,10_4,Other educational fees,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11,Miscellaneous goods and services,AV_WKLY_AMT,,34.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11,Miscellaneous goods and services,PER_HHLD_REP,,94.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11,Miscellaneous goods and services,SAMPLING_ERROR,,21,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_1,Personal care,AV_WKLY_AMT,,6.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_1,Personal care,PER_HHLD_REP,,63.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_1,Personal care,SAMPLING_ERROR,,27,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_2,Prostitution,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_2,Prostitution,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_3,Personal effects nec,AV_WKLY_AMT,,3.70,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_3,Personal effects nec,PER_HHLD_REP,,27.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_3,Personal effects nec,SAMPLING_ERROR,,41,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_4,Insurance,AV_WKLY_AMT,,18.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_4,Insurance,PER_HHLD_REP,,77.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_4,Insurance,SAMPLING_ERROR,,25,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_5,Credit services,AV_WKLY_AMT,,2.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_5,Credit services,PER_HHLD_REP,,59.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_5,Credit services,SAMPLING_ERROR,,32,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_6,Other miscellaneous services,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,11_6,Other miscellaneous services,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13,Other expenditure,AV_WKLY_AMT,,21.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13,Other expenditure,PER_HHLD_REP,,35.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13,Other expenditure,SAMPLING_ERROR,,48,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_1,Interest payments,AV_WKLY_AMT,,15.70,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_1,Interest payments,PER_HHLD_REP,,26.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_1,Interest payments,SAMPLING_ERROR,,61,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_2,Contributions to savings,AV_WKLY_AMT,,0.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_2,Contributions to savings,PER_HHLD_REP,,3.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_2,Contributions to savings,SAMPLING_ERROR,,103,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_3,Money given to others (excluding donations),AV_WKLY_AMT,,1.50,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_3,Money given to others (excluding donations),PER_HHLD_REP,,5.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_3,Money given to others (excluding donations),SAMPLING_ERROR,,74,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_4,Fines,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_4,Fines,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_5,Expenditure incurred whilst overseas,AV_WKLY_AMT,,3.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_5,Expenditure incurred whilst overseas,PER_HHLD_REP,,8.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,13_5,Expenditure incurred whilst overseas,SAMPLING_ERROR,,78,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14,"Sales, trade-ins and refunds",AV_WKLY_AMT,,-9.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14,"Sales, trade-ins and refunds",PER_HHLD_REP,,45.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14,"Sales, trade-ins and refunds",SAMPLING_ERROR,,87,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_1,Sales of clothing and footwear,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_1,Sales of clothing and footwear,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_2,Sales and trade-ins of property and materials for property improvement and maintenance,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_2,Sales and trade-ins of property and materials for property improvement and maintenance,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_3,Sales and trade-ins of household contents,AV_WKLY_AMT,,-0.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_3,Sales and trade-ins of household contents,PER_HHLD_REP,,4.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_3,Sales and trade-ins of household contents,SAMPLING_ERROR,,80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_4,"Sales, trade-ins and refunds for health (excluding insurance claims)",AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_4,"Sales, trade-ins and refunds for health (excluding insurance claims)",PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_5,"Sales and trade-ins of vehicles, vehicle parts and accessories",AV_WKLY_AMT,,-5.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_5,"Sales and trade-ins of vehicles, vehicle parts and accessories",PER_HHLD_REP,,5.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_5,"Sales and trade-ins of vehicles, vehicle parts and accessories",SAMPLING_ERROR,,151,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_6,Sales and trade-ins for communication,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_6,Sales and trade-ins for communication,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_7,"Sales, trade-ins and refunds of equipment for recreation and culture",AV_WKLY_AMT,,-0.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_7,"Sales, trade-ins and refunds of equipment for recreation and culture",PER_HHLD_REP,,3.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_7,"Sales, trade-ins and refunds of equipment for recreation and culture",SAMPLING_ERROR,,94,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_8,Refunds for education,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_8,Refunds for education,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_9,"Sales, trade-ins and refunds of miscellaneous goods, cash receipts from insurance claims",AV_WKLY_AMT,,-3.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_9,"Sales, trade-ins and refunds of miscellaneous goods, cash receipts from insurance claims",PER_HHLD_REP,,39.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,14_9,"Sales, trade-ins and refunds of miscellaneous goods, cash receipts from insurance claims",SAMPLING_ERROR,,73,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,98,Total,AV_WKLY_AMT,,391.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,98,Total,PER_HHLD_REP,,100.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,1,Income group 1,98,Total,SAMPLING_ERROR,,16,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01,Food,AV_WKLY_AMT,,286.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01,Food,PER_HHLD_REP,,99.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01,Food,SAMPLING_ERROR,,16,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_1,Fruit and vegetables,AV_WKLY_AMT,,30.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_1,Fruit and vegetables,PER_HHLD_REP,,93.6,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_1,Fruit and vegetables,SAMPLING_ERROR,,16,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_2,"Meat, poultry and fish",AV_WKLY_AMT,,39.30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_2,"Meat, poultry and fish",PER_HHLD_REP,,92.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_2,"Meat, poultry and fish",SAMPLING_ERROR,,19,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_3,Grocery food,AV_WKLY_AMT,,117.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_3,Grocery food,PER_HHLD_REP,,99.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_3,Grocery food,SAMPLING_ERROR,,17,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_4,Non-alcoholic beverages,AV_WKLY_AMT,,14.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_4,Non-alcoholic beverages,PER_HHLD_REP,,88.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_4,Non-alcoholic beverages,SAMPLING_ERROR,,18,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_5,Restaurant meals and ready-to-eat food,AV_WKLY_AMT,,84.30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_5,Restaurant meals and ready-to-eat food,PER_HHLD_REP,,97.8,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,01_5,Restaurant meals and ready-to-eat food,SAMPLING_ERROR,,21,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,02,"Alcoholic beverages, tobacco and illicit drugs",AV_WKLY_AMT,,54.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,02,"Alcoholic beverages, tobacco and illicit drugs",PER_HHLD_REP,,82.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,02,"Alcoholic beverages, tobacco and illicit drugs",SAMPLING_ERROR,,25,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,02_1,Alcoholic beverages,AV_WKLY_AMT,,44.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,02_1,Alcoholic beverages,PER_HHLD_REP,,78.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,02_1,Alcoholic beverages,SAMPLING_ERROR,,27,,,
